"Year","Region","ecoinvent_activity","value"
2011,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0879320591553906
2011,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0879320591553906
2011,"UN-OCEANIA","electricity production, coal, aluminium industry",0.76394143298582
2011,"GLO","electricity production, coal, aluminium industry",0.472429975477848
2012,"CA-QC","electricity production, coal, aluminium industry",0
2012,"CN","electricity production, coal, aluminium industry",0.899998772275526
2012,"IAI Area, Africa","electricity production, coal, aluminium industry",0.520874853083959
2012,"IAI Area, North America, without Quebec","electricity production, coal, aluminium industry",0.523626602620704
2012,"IAI Area, South America","electricity production, coal, aluminium industry",0
2012,"IAI Area, Asia, without China and GCC","electricity production, coal, aluminium industry",0.91450748879414
2012,"IAI Area, Gulf Cooperation Council","electricity production, coal, aluminium industry",0
2012,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0723538015240035
2012,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0723538015240035
2012,"UN-OCEANIA","electricity production, coal, aluminium industry",0.754847908745247
2012,"GLO","electricity production, coal, aluminium industry",0.47864706073295
2013,"CA-QC","electricity production, coal, aluminium industry",0
2013,"CN","electricity production, coal, aluminium industry",0.899999177128563
2013,"IAI Area, Africa","electricity production, coal, aluminium industry",0.581855919744011
2013,"IAI Area, North America, without Quebec","electricity production, coal, aluminium industry",0.359275637513484
2013,"IAI Area, South America","electricity production, coal, aluminium industry",0.00186192544996532
2013,"IAI Area, Asia, without China and GCC","electricity production, coal, aluminium industry",0.95714076031117
2013,"IAI Area, Gulf Cooperation Council","electricity production, coal, aluminium industry",0
2013,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0622207211888185
2013,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0622207211888185
2013,"UN-OCEANIA","electricity production, coal, aluminium industry",0.663747276688453
2013,"GLO","electricity production, coal, aluminium industry",0.49923636644778
2014,"CA-QC","electricity production, coal, aluminium industry",0
2014,"CN","electricity production, coal, aluminium industry",0.899999480516782
2014,"IAI Area, Africa","electricity production, coal, aluminium industry",0.499389081667563
2014,"IAI Area, North America, without Quebec","electricity production, coal, aluminium industry",0.403116902047577
2014,"IAI Area, South America","electricity production, coal, aluminium industry",0.00246691019498079
2014,"IAI Area, Asia, without China and GCC","electricity production, coal, aluminium industry",0.966591201125864
2014,"IAI Area, Gulf Cooperation Council","electricity production, coal, aluminium industry",0
2014,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0604878221029494
2014,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0604878221029494
2014,"UN-OCEANIA","electricity production, coal, aluminium industry",0.741856136152107
2014,"GLO","electricity production, coal, aluminium industry",0.512339129580509
2015,"CA-QC","electricity production, coal, aluminium industry",0
2015,"CN","electricity production, coal, aluminium industry",0.899999298158602
2015,"IAI Area, Africa","electricity production, coal, aluminium industry",0.434129165235314
2015,"IAI Area, North America, without Quebec","electricity production, coal, aluminium industry",0.682685841656645
2015,"IAI Area, South America","electricity production, coal, aluminium industry",0.00248914051442237
2015,"IAI Area, Asia, without China and GCC","electricity production, coal, aluminium industry",0.855057922101615
2015,"IAI Area, Gulf Cooperation Council","electricity production, coal, aluminium industry",0
2015,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0576700893365662
2015,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0576700893365662
2015,"UN-OCEANIA","electricity production, coal, aluminium industry",0.727629135428847
2015,"GLO","electricity production, coal, aluminium industry",0.521922589669825
2016,"CA-QC","electricity production, coal, aluminium industry",0
2016,"CN","electricity production, coal, aluminium industry",0.899999098867727
2016,"IAI Area, Africa","electricity production, coal, aluminium industry",0.413034623217923
2016,"IAI Area, North America, without Quebec","electricity production, coal, aluminium industry",0.17366846598013
2016,"IAI Area, South America","electricity production, coal, aluminium industry",0.00260053868301291
2016,"IAI Area, Asia, without China and GCC","electricity production, coal, aluminium industry",0.89985962553629
2016,"IAI Area, Gulf Cooperation Council","electricity production, coal, aluminium industry",0
2016,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0998115268089903
2016,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0998115268089903
2016,"UN-OCEANIA","electricity production, coal, aluminium industry",0.721540062434964
2016,"GLO","electricity production, coal, aluminium industry",0.552550105029575
2017,"CA-QC","electricity production, coal, aluminium industry",0
2017,"CN","electricity production, coal, aluminium industry",0.900000820421943
2017,"IAI Area, Africa","electricity production, coal, aluminium industry",0.448861137982587
2017,"IAI Area, North America, without Quebec","electricity production, coal, aluminium industry",0.107525243488993
2017,"IAI Area, South America","electricity production, coal, aluminium industry",0
2017,"IAI Area, Asia, without China and GCC","electricity production, coal, aluminium industry",0.917486170866626
2017,"IAI Area, Gulf Cooperation Council","electricity production, coal, aluminium industry",0
2017,"IAI Area, EU27 & EFTA","electricity production, coal, aluminium industry",0.0755990012219094
2017,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, coal, aluminium industry",0.0755990012219094
2017,"UN-OCEANIA","electricity production, coal, aluminium industry",0.695177364542365
2017,"GLO","electricity production, coal, aluminium industry",0.574860903341649
2000,"CA-QC","electricity production, oil, aluminium industry",0
2000,"CN","electricity production, oil, aluminium industry",0
2000,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2000,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.00283381556704367
2000,"IAI Area, South America","electricity production, oil, aluminium industry",0.0155897312426641
2000,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.0286038592508513
2000,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2000,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.0167823243200128
2000,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.0167823243200128
2000,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2000,"GLO","electricity production, oil, aluminium industry",0.00864427570574337
2001,"CA-QC","electricity production, oil, aluminium industry",0
2001,"CN","electricity production, oil, aluminium industry",0
2001,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2001,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.00412603171819801
2001,"IAI Area, South America","electricity production, oil, aluminium industry",0
2001,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.0291304035100338
2001,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2001,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.0174329919372412
2001,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.0174329919372412
2001,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2001,"GLO","electricity production, oil, aluminium industry",0.00760193503800968
2002,"CA-QC","electricity production, oil, aluminium industry",0
2002,"CN","electricity production, oil, aluminium industry",0
2002,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2002,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.0023649626555599
2002,"IAI Area, South America","electricity production, oil, aluminium industry",0
2002,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.00824570693698464
2002,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2002,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.0194105505979482
2002,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.0194105505979482
2002,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2002,"GLO","electricity production, oil, aluminium industry",0.00704865615838024
2003,"CA-QC","electricity production, oil, aluminium industry",0
2003,"CN","electricity production, oil, aluminium industry",0
2003,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2003,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000125250752231934
2003,"IAI Area, South America","electricity production, oil, aluminium industry",0
2003,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.00836357898059019
2003,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2003,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.016571976684129
2003,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.016571976684129
2003,"UN-OCEANIA","electricity production, oil, aluminium industry",6.1648480364959e-05
2003,"GLO","electricity production, oil, aluminium industry",0.00565116568767428
2004,"CA-QC","electricity production, oil, aluminium industry",0
2004,"CN","electricity production, oil, aluminium industry",0
2004,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2004,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000137762827516148
2004,"IAI Area, South America","electricity production, oil, aluminium industry",0
2004,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.0053598347384289
2004,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2004,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.0215290491529744
2004,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.0215290491529744
2004,"UN-OCEANIA","electricity production, oil, aluminium industry",6.0313630880579e-05
2004,"GLO","electricity production, oil, aluminium industry",0.00801696178350634
2005,"CA-QC","electricity production, oil, aluminium industry",0
2005,"CN","electricity production, oil, aluminium industry",0
2005,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2005,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000108543120959312
2005,"IAI Area, South America","electricity production, oil, aluminium industry",0
2005,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.0321196847015926
2005,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2005,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.013645981092154
2005,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.013645981092154
2005,"UN-OCEANIA","electricity production, oil, aluminium industry",6.00979596742691e-05
2005,"GLO","electricity production, oil, aluminium industry",0.00699404581972324
2006,"CA-QC","electricity production, oil, aluminium industry",0
2006,"CN","electricity production, oil, aluminium industry",0
2006,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2006,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000209640954193993
2006,"IAI Area, South America","electricity production, oil, aluminium industry",0
2006,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.0871278281002478
2006,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2006,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00756819054936612
2006,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00756819054936612
2006,"UN-OCEANIA","electricity production, oil, aluminium industry",5.92697961119014e-05
2006,"GLO","electricity production, oil, aluminium industry",0.0066374387598097
2007,"CA-QC","electricity production, oil, aluminium industry",0
2007,"CN","electricity production, oil, aluminium industry",0
2007,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2007,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000188384671111862
2007,"IAI Area, South America","electricity production, oil, aluminium industry",0
2007,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.0545308740978348
2007,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2007,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00562196623922336
2007,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00562196623922336
2007,"UN-OCEANIA","electricity production, oil, aluminium industry",5.81108173286457e-05
2007,"GLO","electricity production, oil, aluminium industry",0.00424200793216273
2008,"CA-QC","electricity production, oil, aluminium industry",0
2008,"CN","electricity production, oil, aluminium industry",0
2008,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2008,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000179659586981907
2008,"IAI Area, South America","electricity production, oil, aluminium industry",0
2008,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.00250734056943024
2008,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2008,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00503450073391223
2008,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00503450073391223
2008,"UN-OCEANIA","electricity production, oil, aluminium industry",5.90876861262113e-05
2008,"GLO","electricity production, oil, aluminium industry",0.00213464921926545
2009,"CA-QC","electricity production, oil, aluminium industry",0
2009,"CN","electricity production, oil, aluminium industry",0
2009,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2009,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000314807849094699
2009,"IAI Area, South America","electricity production, oil, aluminium industry",0
2009,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.000465431158500465
2009,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2009,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00306544268115287
2009,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00306544268115287
2009,"UN-OCEANIA","electricity production, oil, aluminium industry",0.000249563264287497
2009,"GLO","electricity production, oil, aluminium industry",0.00120626507831348
2010,"CA-QC","electricity production, oil, aluminium industry",0
2010,"CN","electricity production, oil, aluminium industry",0
2010,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2010,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000283480150873022
2010,"IAI Area, South America","electricity production, oil, aluminium industry",0
2010,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.010513484686881
2010,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2010,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.0018731750316787
2010,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.0018731750316787
2010,"UN-OCEANIA","electricity production, oil, aluminium industry",0.000259190461791006
2010,"GLO","electricity production, oil, aluminium industry",0.000934394201092958
2011,"CA-QC","electricity production, oil, aluminium industry",0
2011,"CN","electricity production, oil, aluminium industry",0
2011,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2011,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000179920538712027
2011,"IAI Area, South America","electricity production, oil, aluminium industry",0
2011,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.000363202407513101
2011,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0
2011,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00366921904204098
2011,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00366921904204098
2011,"UN-OCEANIA","electricity production, oil, aluminium industry",0.000231033586507639
2011,"GLO","electricity production, oil, aluminium industry",0.00121358209910735
2012,"CA-QC","electricity production, oil, aluminium industry",0
2012,"CN","electricity production, oil, aluminium industry",0
2012,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2012,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",3.4613075265779e-05
2012,"IAI Area, South America","electricity production, oil, aluminium industry",0
2012,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0
2012,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",8.09148775488186e-05
2012,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00260195712427173
2012,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00260195712427173
2012,"UN-OCEANIA","electricity production, oil, aluminium industry",0.000475285171102662
2012,"GLO","electricity production, oil, aluminium industry",0.000860843314831045
2013,"CA-QC","electricity production, oil, aluminium industry",0
2013,"CN","electricity production, oil, aluminium industry",0
2013,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2013,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",7.46779541703355e-05
2013,"IAI Area, South America","electricity production, oil, aluminium industry",0.0112810777262604
2013,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0
2013,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0.000154487872701993
2013,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00134227025529114
2013,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00134227025529114
2013,"UN-OCEANIA","electricity production, oil, aluminium industry",0.000697167755991285
2013,"GLO","electricity production, oil, aluminium industry",0.000814964936228677
2014,"CA-QC","electricity production, oil, aluminium industry",0
2014,"CN","electricity production, oil, aluminium industry",0
2014,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2014,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.0129524860070965
2014,"IAI Area, South America","electricity production, oil, aluminium industry",0.0149912234925755
2014,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0
2014,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0.000485537906637997
2014,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00295730011740923
2014,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00295730011740923
2014,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2014,"GLO","electricity production, oil, aluminium industry",0.00158537184399253
2015,"CA-QC","electricity production, oil, aluminium industry",0
2015,"CN","electricity production, oil, aluminium industry",0
2015,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2015,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",4.19237190896982e-05
2015,"IAI Area, South America","electricity production, oil, aluminium industry",0
2015,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0
2015,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0.000110628210193599
2015,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.0020503474199795
2015,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.0020503474199795
2015,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2015,"GLO","electricity production, oil, aluminium industry",0.000563048202204686
2016,"CA-QC","electricity production, oil, aluminium industry",0
2016,"CN","electricity production, oil, aluminium industry",0
2016,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2016,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",5.32126849086293e-05
2016,"IAI Area, South America","electricity production, oil, aluminium industry",0.0125847496981518
2016,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0
2016,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0.000105065666041276
2016,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00200803212851406
2016,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00200803212851406
2016,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2016,"GLO","electricity production, oil, aluminium industry",0.000800898049047127
2017,"CA-QC","electricity production, oil, aluminium industry",0
2017,"CN","electricity production, oil, aluminium industry",0
2017,"IAI Area, Africa","electricity production, oil, aluminium industry",0
2017,"IAI Area, North America, without Quebec","electricity production, oil, aluminium industry",0.000123551658638041
2017,"IAI Area, South America","electricity production, oil, aluminium industry",0
2017,"IAI Area, Asia, without China and GCC","electricity production, oil, aluminium industry",0.000134449907805778
2017,"IAI Area, Gulf Cooperation Council","electricity production, oil, aluminium industry",0.00025886969317129
2017,"IAI Area, EU27 & EFTA","electricity production, oil, aluminium industry",0.00191255379057536
2017,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, oil, aluminium industry",0.00191255379057536
2017,"UN-OCEANIA","electricity production, oil, aluminium industry",0
2017,"GLO","electricity production, oil, aluminium industry",0.000422041974383233
2000,"CA-QC","electricity production, nuclear, aluminium industry",0
2000,"CN","electricity production, nuclear, aluminium industry",0
2000,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0
2000,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.0344969815028117
2000,"IAI Area, South America","electricity production, nuclear, aluminium industry",0.00297950461973696
2000,"IAI Area, Asia, without China and GCC","electricity production, nuclear, aluminium industry",0
2000,"IAI Area, Gulf Cooperation Council","electricity production, nuclear, aluminium industry",0
2000,"IAI Area, EU27 & EFTA","electricity production, nuclear, aluminium industry",0.223402727925341
2000,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, nuclear, aluminium industry",0.223402727925341
2000,"UN-OCEANIA","electricity production, nuclear, aluminium industry",0
2000,"GLO","electricity production, nuclear, aluminium industry",0.0821425729206401
2001,"CA-QC","electricity production, nuclear, aluminium industry",0
2001,"CN","electricity production, nuclear, aluminium industry",0
2001,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0.00907272815960197
2001,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.0197994139497421
2001,"IAI Area, South America","electricity production, nuclear, aluminium industry",0
2001,"IAI Area, Asia, without China and GCC","electricity production, nuclear, aluminium industry",0
2001,"IAI Area, Gulf Cooperation Council","electricity production, nuclear, aluminium industry",0
2001,"IAI Area, EU27 & EFTA","electricity production, nuclear, aluminium industry",0.182423808486131
2001,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, nuclear, aluminium industry",0.182423808486131
2001,"UN-OCEANIA","electricity production, nuclear, aluminium industry",0
2001,"GLO","electricity production, nuclear, aluminium industry",0.0662271656264114
2002,"CA-QC","electricity production, nuclear, aluminium industry",0
2002,"CN","electricity production, nuclear, aluminium industry",0
2002,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0.00939644029034503
2002,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.0172413406502109
2002,"IAI Area, South America","electricity production, nuclear, aluminium industry",0
2002,"IAI Area, Asia, without China and GCC","electricity production, nuclear, aluminium industry",0
2002,"IAI Area, Gulf Cooperation Council","electricity production, nuclear, aluminium industry",0
2002,"IAI Area, EU27 & EFTA","electricity production, nuclear, aluminium industry",0.192314696776543
2002,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, nuclear, aluminium industry",0.192314696776543
2002,"UN-OCEANIA","electricity production, nuclear, aluminium industry",0
2002,"GLO","electricity production, nuclear, aluminium industry",0.0669392487562697
2003,"CA-QC","electricity production, nuclear, aluminium industry",0
2003,"CN","electricity production, nuclear, aluminium industry",0
2003,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0.0135593220338983
2003,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.010946915745071
2003,"IAI Area, South America","electricity production, nuclear, aluminium industry",0
2003,"IAI Area, Asia, without China and GCC","electricity production, nuclear, aluminium industry",0
2003,"IAI Area, Gulf Cooperation Council","electricity production, nuclear, aluminium industry",0
2003,"IAI Area, EU27 & EFTA","electricity production, nuclear, aluminium industry",0.178705821589316
2003,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, nuclear, aluminium industry",0.178705821589316
2003,"UN-OCEANIA","electricity production, nuclear, aluminium industry",0
2003,"GLO","electricity production, nuclear, aluminium industry",0.0597384988357497
2004,"CA-QC","electricity production, nuclear, aluminium industry",0
2004,"CN","electricity production, nuclear, aluminium industry",0
2004,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0.0152513421181064
2004,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.0119578134284017
2004,"IAI Area, South America","electricity production, nuclear, aluminium industry",0
2004,"IAI Area, Asia, without China and GCC","electricity production, nuclear, aluminium industry",0
2004,"IAI Area, Gulf Cooperation Council","electricity production, nuclear, aluminium industry",0
2004,"IAI Area, EU27 & EFTA","electricity production, nuclear, aluminium industry",0.152337141665315
2004,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, nuclear, aluminium industry",0.152337141665315
2004,"UN-OCEANIA","electricity production, nuclear, aluminium industry",0
2004,"GLO","electricity production, nuclear, aluminium industry",0.0568954478183746
2005,"CA-QC","electricity production, nuclear, aluminium industry",0
2005,"CN","electricity production, nuclear, aluminium industry",0
2005,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0.0383050710919563
2005,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.0128352240534386
2005,"IAI Area, South America","electricity production, nuclear, aluminium industry",0
2005,"IAI Area, Asia, without China and GCC","electricity production, nuclear, aluminium industry",0
2005,"IAI Area, Gulf Cooperation Council","electricity production, nuclear, aluminium industry",0
2005,"IAI Area, EU27 & EFTA","electricity production, nuclear, aluminium industry",0.124390804415529
2005,"IAI Area, Russia & RER w/o EU27 & EFTA","electricity production, nuclear, aluminium industry",0.124390804415529
2005,"UN-OCEANIA","electricity production, nuclear, aluminium industry",0
2005,"GLO","electricity production, nuclear, aluminium industry",0.0566882182543041
2006,"CA-QC","electricity production, nuclear, aluminium industry",0
2006,"CN","electricity production, nuclear, aluminium industry",0
2006,"IAI Area, Africa","electricity production, nuclear, aluminium industry",0.0148148148148148
2006,"IAI Area, North America, without Quebec","electricity production, nuclear, aluminium industry",0.0130576365755116
